dataset,src,tgt,raw,ref,trans,score,input_tokens,output_tokens,total_tokens,latency_ms
tatoeba,es,de,Ella se ruborizó de vergüenza.,Sie wurde rot vor Scham.,"{""c"":""Sie errötete vor Scham.""}",95,1222,13,1235,436.08
subtitle,fr,es,Je avais sept ans.,Yo tenía siete años.,"{""c"":""Tenía siete años.""}",82,1218,10,1228,437.32
tatoeba,fr,es,Tu avais promis de ne pas recommencer.,Prometiste no volver a hacerlo.,"{""c"":""\""Habías prometido no volver a empezar.\"" ""}",75,1222,15,1237,413.37
subtitle,fr,es,Mlle Grubach ?,¿La Sra. Grubach?,"{""c"":""\""¿Mlle Grubach ?\""""}",70,1217,13,1230,458.79
tatoeba,fr,es,Comment votre nom de famille s'écrit-il ?,¿Cómo se escribe vuestro apellido?,"{""c"":""¿Cómo se escribe su apellido?""}",82,1224,12,1236,455.7
subtitle,fr,es,Je pense que je serai parti pendant quelques jours.,Estaré fuera varios días.,"{""c"":""Creo que estaré fuera por unos días.""}",85,1223,14,1237,431.58
tatoeba,fr,es,Il a un frère et deux sœurs.,Él tiene un hermano y dos hermanas.,"{""c"":""Tiene un hermano y dos hermanas.""}",92,1220,13,1233,395.93
subtitle,fr,es,C'est Victoria.,Lo ha hecho Victoria.,"{""c"":""Es Victoria.""}",72,1217,8,1225,313.22
tatoeba,fr,es,Il nous faut une méthode de travail complètement différente.,Necesitamos una forma de trabajar completamente diferente.,"{""c"":""Necesitamos un método de trabajo completamente diferente.""}",88,1222,14,1236,371.02
subtitle,fr,es,Et les tripes d'une femme ne se trompent jamais.,Y tú sabes que las entrañas de una mujer nunca se equivocan.,"{""c"":""\""Las tripas de una mujer nunca se equivocan.\""""}",72,1226,18,1244,450.96
tatoeba,fr,es,"J'ai attendu pendant une heure, mais il n'est pas apparu.","Esperé durante una hora, pero él no apareció.","{""c"":""Esperé durante una hora, pero no apareció.""}",95,1230,15,1245,400.42
subtitle,en,de,Just don't move.,Beweg dich nur nicht.,"{""c"":""\""Beweg dich bloß nicht.\""""}",95,1218,13,1231,490.89
tatoeba,fr,es,Quelle sorte de sports pratiques-tu ?,¿Qué clase de deportes practicas?,"{""c"":""¿Qué tipo de deportes practicas?""}",92,1220,13,1233,383.36
subtitle,en,de,You look good to me.,"Ich finde, du siehst gut aus.","{""c"":""Du siehst gut aus, wie ich finde.""}",82,1218,15,1233,423.02
tatoeba,fr,es,Je ne donne jamais de viande crue à manger à mon chien.,Nunca le doy de comer carne cruda a mi perro.,"{""c"":""Nunca le doy carne cruda a mi perro para comer.""}",82,1226,17,1243,401.28
subtitle,en,de,"Ho, is that the thanks for playing my role so godly?","Ho, ist das der Dank dafür das ich meine Rolle so Göttlich gespielt habe?","{""c"":""Ho, ist das der Dank für das göttliche Spielen meiner Rolle?""}",82,1225,20,1245,450.61
tatoeba,fr,es,Ne me contredis pas ! Je sais ce qui est le mieux pour toi.,¡No me contradigas! Sé lo que es mejor para tí.,"{""c"":""¡No me contradigas! Sé lo que es mejor para ti.""}",96,1228,19,1247,454.42
subtitle,en,de,"Yeah, he's been a little off his game lately.",Er ist im Augenblick außer Form.,"{""c"":""Ja, er hat in letzter Zeit etwas nachgelassen.""}",82,1225,18,1243,438.07
tatoeba,fr,es,Enlevez votre veste si vous avez chaud.,Quítese la chaqueta si tiene calor.,"{""c"":""Quítate la chaqueta si tienes calor.""}",82,1222,14,1236,524.72
subtitle,en,de,We're having fun. We showed aptitude for it.,Wir haben Spaß dran und Talent dazu.,"{""c"":""Wir haben Spaß. Wir haben Begabung dafür gezeigt.""}",79,1224,16,1240,417.78
tatoeba,fr,es,Tom s'inquiète de trop.,Tom se preocupa demasiado.,"{""c"":""Tom se preocupa demasiado.""}",95,1220,10,1230,449.91
subtitle,en,de,"We haven't gone out very long, but I like you more than anyone I've ever dated.","Wir gehen noch nicht lange miteinander, aber ich mag dich mehr als alles auf der Welt.","{""c"":""Wir sind zwar noch nicht lange zusammen, aber ich mag dich mehr als jemanden, den ich je gedatet habe.""}",82,1234,29,1263,647.98
tatoeba,en,de,I don't see why he doesn't just ask her out.,"Ich verstehe nicht, warum er sie nicht einfach fragt, ob sie mit ihm ausgeht.","{""c"":""Ich verstehe nicht, warum er sie nicht einfach nach einem Date fragt.""}",82,1227,21,1248,557.69
subtitle,en,de,"If you buy a fake purse, you are supporting a multibillion-dollar business which perpetuates child labor, launders drug cartel money, finances terrorists.","Wenn Sie eine falsche Handtasche kaufen, unterstützen Sie ein Multimilliarden-Geschäft, welches die Kinderarbeit aufrecht erhält, Geld von Drogenkartellen wäscht und Terroristen finanziert.","{""c"":""Wenn Sie eine gefälschte Handtasche kaufen, unterstützen Sie ein milliardenschweres Geschäft, das Kinderarbeit fördert, Drogengeld wäscht und Terroristen finanziert.""}",82,1243,44,1287,705.69
tatoeba,en,de,We didn't see anybody there.,Wir haben dort niemanden gesehen.,"{""c"":""Wir haben dort niemanden gesehen.""}",95,1220,12,1232,506.06
subtitle,en,de,You could do anything you want.,"Du könntest tun, was du willst.","{""c"":""Du könntest alles tun, was du willst.""}",95,1219,15,1234,477.14
tatoeba,en,de,The quality of life in Munich is very high.,Die Lebensqualität in München ist sehr hoch.,"{""c"":""Die Lebensqualität in München ist sehr hoch.""}",78,1222,14,1236,454.19
subtitle,en,de,That's OK.,Ist schon gut.,"{""c"":""Das ist in Ordnung.""}",75,1217,10,1227,356.78
tatoeba,en,de,We had to write off the debt.,Wir mussten unsere Schulden abschreiben.,"{""c"":""Wir mussten die Schuld abschreiben.""}",82,1220,12,1232,360.71
subtitle,en,de,From the inside its easy.,Von innen ist das leicht.,"{""c"":""Von innen heraus ist es einfach.""}",82,1218,12,1230,385.42
tatoeba,en,de,Tom didn't go to Boston after all.,Tom ist letztlich doch nicht nach Boston gefahren.,"{""c"":""Tom ist schliesslich doch nicht nach Boston gefahren.""}",93,1222,17,1239,492.23
subtitle,en,it,Get an ambulance!,- Chiamate un'ambulanza!,"{""c"":""Chiama un\'ambulanza!""}",75,1216,12,1228,655.36
tatoeba,en,de,I work as a bus driver.,Ich arbeite als Busfahrerin.,"{""c"":""Ich arbeite als Busfahrer.""}",82,1219,12,1231,600.23
subtitle,en,it,- C'mon!,Forza!,"{""c"":""Dai!""}",82,1216,7,1223,525.62
tatoeba,en,de,You can't park your car in this road.,In dieser Straße kannst du deinen Wagen nicht parken.,"{""c"":""Sie dürfen Ihr Auto nicht in dieser Straße parken.""}",82,1223,16,1239,396.59
subtitle,en,it,Your members want to be better?,- I suoi membri vogliono migliorare?,"{""c"":""I tuoi membri vogliono migliorare?""}",82,1219,11,1230,488.03
tatoeba,en,de,I don't believe Naomi. I think she's lying.,"Ich glaube Naomi nicht. Ich glaube, sie lügt.","{""c"":""Ich glaube Naomi nicht. Ich denke, sie lügt.""}",82,1226,18,1244,512.99
subtitle,en,it,"Your friend, he insults me.",Il tuo amico mi sta insultando.,"{""c"":""Il tuo amico, mi insulta.""}",85,1219,13,1232,424.69
tatoeba,en,de,Official business is never urgent.,Dienstliche Angelegenheiten sind niemals dringend.,"{""c"":""\""Offizielle Angelegenheiten sind niemals dringend.\""""}",78,1218,15,1233,761.1
subtitle,en,it,Carrie was.,Era Carrie.,"{""c"":""Carrie era.""}",82,1215,8,1223,386.83
subtitle,en,it,"Well, it's definitely Solano.",E' decisamente Solano.,"{""c"":""Beh, è decisamente Solano.""}",92,1221,14,1235,423.58
tatoeba,en,de,Shut up and kiss me.,Halt die Klappe und küss mich.,"{""c"":""Halt die Klappe und küss mich.""}",75,1218,15,1233,488.91
tatoeba,en,it,Tom's girlfriend saw him with another girl.,La fidanzata di Tom l'ha visto con un'altra ragazza.,"{""c"":""La fidanzata di Tom lo ha visto con un'altra ragazza.""}",82,1222,20,1242,727.17
subtitle,en,it,"I just overheard Victor and Rocco talking, and they actually killed that kid two decades ago.",Ho appena sentito per caso parlare Victor e Rocco. Hanno ucciso veramente quel bambino vent'anni fa.,"{""c"":""Ho appena sentito Victor e Rocco parlare, e in realtà hanno ucciso quel ragazzo due decenni fa.""}",78,1230,26,1256,752.18
tatoeba,en,it,"You can talk to me, you know?","Puoi parlarmi, sai?","{""c"":""Sai, puoi parlarmi.""}",82,1221,12,1233,582.19
subtitle,en,it,"Cellulite, plastic surgery, hero pets, those are not covers.","Cellulite, chirurgia plastica e animali eroici non sono da copertina.","{""c"":""Cellulite, chirurgia plastica, animali eroe, non sono copertine.""}",73,1227,23,1250,633.35
tatoeba,en,it,Tom asked Mary where John was.,Tom chiese a Mary dove fosse John.,"{""c"":""Tom ha chiesto a Mary dove fosse John.""}",82,1219,14,1233,631.59
subtitle,en,it,We can figure this out as we go along.,Possiamo capirlo man mano che andiamo avanti.,"{""c"":""Possiamo capire come fare strada facendo.""}",78,1222,13,1235,805.26
tatoeba,en,it,Are you really a foreigner?,È veramente una straniera?,"{""c"":""Sei davvero uno straniero?""}",73,1218,12,1230,542.98
subtitle,en,it,YOU ARE.,Sei.,"{""c"":""TU SEI.""}",82,1215,9,1224,353.56
tatoeba,en,it,Don't open the doors.,Non aprire le porte.,"{""c"":""\""Non aprire le porte.\""""}",85,1219,11,1230,384.06
subtitle,no,en,Hvordan vet vi hvem som vinner?,How... How do we know who's won?,"{""c"":""How do we know who wins?""}",82,1222,12,1234,361.57
tatoeba,en,it,Lock all the doors.,Chiuda a chiave tutte le porte.,"{""c"":""Chiudi tutte le porte.""}",72,1217,11,1228,354.08
subtitle,no,en,"Kom, Sonja!","Come, Sonja!","{""c"":""Come, Sonja!""}",95,1216,9,1225,340.38
tatoeba,en,it,The location has changed.,Il luogo è cambiato.,"{""c"":""La posizione è cambiata.""}",79,1217,11,1228,412.98
subtitle,no,en,"Pappa, når du kommer tilbake fra forretningsreisen, er jeg i Sør-Afrika.","Dad, by the time you get back from your business trip, I'll be in South Africa.","{""c"":""Daddy, when you return from your business trip, I will be in South Africa.""}",88,1234,22,1256,511.11
tatoeba,en,it,Is this legal?,È legale?,"{""c"":""È legale?""}",75,1216,8,1224,390.46
subtitle,no,en,- Med oss alle fanget under denne tingen?,With all of us trapped under this thing? Isn't it? You don't know that.,"{""c"":""Are we all trapped under this thing?""}",72,1222,13,1235,386.31
tatoeba,en,it,Can I speak to a lawyer?,Posso parlare con un avvocato?,"{""c"":""Posso parlare con un avvocato?""}",78,1219,14,1233,402.06
subtitle,no,en,De udøde omgir meg.,The undead surround me.,"{""c"":""The undead surround me.""}",100,1220,10,1230,619.65
tatoeba,en,it,"An excellent man: he has no enemies, and none of his friends like him.",Un uomo eccellente: non ha nemici e non piace a nessun amico.,"{""c"":""Un uomo eccellente: non ha nemici, e nessuno dei suoi amici lo sopporta.""}",72,1229,26,1255,595.43
subtitle,no,en,Hjelp meg med å finne henne.,Please help me find her.,"{""c"":""Help me find her.""}",82,1221,10,1231,386.65
tatoeba,no,en,Jeg tror at hun er fra Tyskland.,I think that she is from Germany.,"{""c"":""I think she is from Germany.""}",82,1221,12,1233,395.36
subtitle,no,en,Noen har vokset litt siden sist.,Some have grown a bit since last time.,"{""c"":""Someone has grown a bit since last time.""}",82,1221,14,1235,394.0
tatoeba,no,en,Han setter seg i gjeld.,He's putting himself in debt.,"{""c"":""He is getting into debt.""}",82,1219,11,1230,386.52
subtitle,no,en,Så hvis noen vet hva som skjedde med Ronnie...,So if anybody knows what happened to ronnie...,"{""c"":""So if anyone knows what happened to Ronnie...""}",97,1224,14,1238,423.31
tatoeba,no,en,Tom har jobb som bruktbilforhandlar.,Tom works as a used car salesman.,"{""c"":""Tom works as a used car dealer.""}",92,1223,13,1236,424.66
subtitle,no,en,Beklager.,- I'm sorry.,"{""c"":""Sorry.""}",75,1215,7,1222,350.04
tatoeba,no,en,Jeg liker din artikkel.,I like your article.,"{""c"":""I like your article.""}",75,1218,10,1228,357.72
subtitle,no,en,"Nei , Inspector .","No, Inspector.","{""c"":""Nei, Inspector.""}",73,1217,10,1227,374.64
tatoeba,no,en,Vi tar alle større kredittkort.,We accept all major credit cards.,"{""c"":""We accept all major credit cards.""}",95,1220,12,1232,425.07
subtitle,no,ja,"Min far ble ikke drept, han...",父さんは殺ろされたんじゃない,"{""c"":""私の父は殺されなかった、彼は…""}",73,1220,14,1234,414.74
tatoeba,no,en,Skriv meg en melding.,Write me a message.,"{""c"":""Write me a message.""}",75,1218,10,1228,360.01
subtitle,no,ja,- Nei.,- いや,"{""c"":""いいえ。""}",82,1214,8,1222,305.31
tatoeba,no,en,Toms stue var smakefullt innredet.,Tom's living room was tastefully furnished.,"{""c"":""Tom's living room was tastefully decorated.""}",82,1225,14,1239,397.73
subtitle,no,ja,Det går bra nå.,もう大丈夫,"{""c"":""大丈夫です。""}",82,1217,8,1225,350.4
tatoeba,no,en,Vi har viktigere ting som må gjøres.,We have more important things that need to be dealt with.,"{""c"":""We have more important things to do.""}",82,1223,13,1236,534.05
tatoeba,no,en,Spis middagen din nå.,Now eat your supper.,"{""c"":""Eat your dinner now.""}",90,1219,10,1229,459.66
tatoeba,no,en,Tom trener på et treningssenter nært huset hans.,Tom works out in a gym near his house.,"{""c"":""Tom trains at a gym near his house.""}",87,1226,14,1240,501.56
subtitle,no,ja,Som meg Jeg er armener.,私のようにね 私はアルメニア人だ,"{""c"":""私に話しかけてください、私はアルメニア人です。""}",25,1219,19,1238,756.23
tatoeba,no,ja,Skjerp deg!,いいかげんにして。,"{""c"":""気をつけろ！""}",74,1217,9,1226,366.91
subtitle,no,ja,-Kom igjen. Jeg fikk ikke nummeret ditt!,君の番号を聞いてない,"{""c"":""「おい、番号教えてくれなかったな！」""}",73,1222,14,1236,764.37
tatoeba,no,ja,Denne regelen gjelder deg også.,この規則はあなたにも当てはまる。,"{""c"":""このルールはあなたにも適用されます。""}",82,1220,13,1233,409.32
tatoeba,no,ja,Jeg er best.,私は最高だ。,"{""c"":""私は最高です。""}",82,1216,9,1225,400.76
subtitle,no,ja,Og jeg er klar for det.,準備は出来てる,"{""c"":""そして、私はそれに備えて準備ができています。""}",74,1219,16,1235,655.47
subtitle,no,ja,Stå på.,続けろ,"{""c"":""頑張って。""}",73,1216,8,1224,355.21
tatoeba,no,ja,Jeg må gå og handle. Jeg er tilbake innen en time.,買い物に行かなければならない。一時間で戻るよ。,"{""c"":""買い物に行ってきます。1時間以内に戻ります。""}",82,1225,15,1240,397.07
subtitle,no,ja,Bare hyggelig.,礼ならいいよ,"{""c"":""どういたしまして。""}",62,1217,10,1227,327.77
tatoeba,no,ja,Vi laget pannekaker til frokost.,私たちは朝食にパンケーキを作った。,"{""c"":""朝食にパンケーキを作りました。""}",82,1221,13,1234,444.93
tatoeba,no,ja,Vil du ha en kopp te til?,もう一杯お茶をいただきませんか。,"{""c"":""お茶はいかがですか？""}",62,1220,11,1231,411.28
subtitle,no,ja,Ingenting!,何も！,"{""c"":""何も！""}",95,1215,7,1222,375.45
tatoeba,no,ja,Fort deg!,急いで！,"{""c"":""元気を出して！""}",52,1215,9,1224,469.11
subtitle,no,ja,"Jeg forutså ikke hvor vanskelig de siste 15 årene har vært for meg, hvor mye jeg ville komme til å elske å arbeide sammen med deg.",全く予想しなかった 15年前の失敗と同じくらい... 君と共に働くのが 好きになった,"{""c"":""これらの15年間が私にとってどれほど困難になるか、そしてあなたと一緒に働くことをどれほど愛するか、予見していませんでした。""}",78,1248,33,1281,638.87
tatoeba,no,ja,Oversettelsen er meget tro mot originalen.,その翻訳は原文に極めて忠実である。,"{""c"":""翻訳はオリジナルに非常に忠実です。""}",82,1222,14,1236,565.7
subtitle,fr,da,"Alex, on peut s'en aller ?","- Alex, lad os smutte.","{""c"":""Alex, kan vi gå?""}",75,1221,11,1232,376.37
tatoeba,no,ja,Japanere liker å reise i gruppe.,日本人は集団で旅行するのが好きだ。,"{""c"":""日本人はグループで旅行するのが好きです。""}",82,1223,14,1237,403.71
subtitle,fr,da,Bien sûr que non.,"- Nej, selvfølgelig ikke.","{""c"":""Selvfølgelig ikke.""}",75,1217,12,1229,392.9
tatoeba,no,ja,"Ring meg med en gang, hvis noe skjer.",もし何か起こったら、すぐに電話をください。,"{""c"":""何かあったらすぐに連絡してください。""}",82,1223,12,1235,364.05
tatoeba,fr,da,Ce n'est pas nécessaire.,Det er ikke nødvendigt.,"{""c"":""Det er ikke nødvendigt.""}",82,1219,12,1231,427.85
tatoeba,fr,da,Il fait trop chaud.,Det er for varmt.,"{""c"":""Det er for varmt.""}",95,1217,11,1228,413.06
subtitle,fr,da,"- Ouais, je reste ici.",- Jeg bliver her.,"{""c"":""\""Ja, jeg bliver her.\""""}",74,1218,12,1230,386.44
tatoeba,fr,da,Il y a sept jours dans une semaine.,Der er syv dage i en uge.,"{""c"":""Der er syv dage i en uge.""}",78,1221,15,1236,451.86
subtitle,fr,da,Quoi?,Hvad?,"{""c"":""Hvad?""}",70,1215,8,1223,339.41
subtitle,fr,da,"Qu'est-il arrivé à Scott? August, je suis désolée.",Hvad er der sket med Scott?,"{""c"":""Hvad er der sket med Scott? August, jeg er ked af det.""}",82,1229,21,1250,496.05
tatoeba,fr,da,"Aujourd'hui, le ciel est bleu et sans nuages.",I dag er himlen blå og skyfri.,"{""c"":""I dag er himlen blå og uden skyer.""}",82,1226,16,1242,411.75
subtitle,fr,da,- Qu'est-ce que j'en fais ?,- Hvad skal jeg gøre med denne her?,"{""c"":""Hvad skal jeg gøre med det?""}",82,1223,13,1236,426.44
subtitle,fr,da,Parfait.,Det her er godt.,"{""c"":""Perfekt.""}",82,1215,8,1223,330.52
tatoeba,fr,da,Pourquoi poses-tu cette question alors que tu connais déjà la réponse ?,Hvorfor stiller du spørgsmål som du allerede kender svaret på?,"{""c"":""Hvorfor stiller du det spørgsmål, når du allerede kender svaret?""}",82,1227,24,1251,508.28
subtitle,fr,da,Physiquement les Atrians arrivent à maturité plus vite que nous.,"Atrians bliver hurtigere modne, end vi gør..","{""c"":""Fysisk modnes Atrianerne hurtigere end os.""}",82,1226,18,1244,647.03
tatoeba,fr,da,L'Union européenne a été créée dans le but de mettre fin aux guerres qui ont régulièrement ensanglanté le continent pour aboutir à la Seconde guerre mondiale.,"Den Europæiske Union oprettes med det formål at gøre en ende på de mange blodige nabokrige, der kulminerede med den anden verdenskrig.","{""c"":""Den Europæiske Union blev oprettet med det formål at bringe en ende på de krige, der regelmæssigt har blødt kontinentet, og kulminerede i Anden Verdenskrig.""}",79,1247,52,1299,787.84
subtitle,fr,da,Je suis ton cadeau.,- Jeg er din fødselsdagsgave.,"{""c"":""Jeg er din gave.""}",78,1217,10,1227,372.19
tatoeba,fr,da,Elle a un chien et six chats.,Hun har en hund og seks katte.,"{""c"":""Hun har en hund og seks katte.""}",78,1220,14,1234,376.56
subtitle,fr,da,"Qui, M. Lopez?","Hvem, hr. Lopez?","{""c"":""Hvem, Hr. Lopez?""}",82,1218,12,1230,480.9
tatoeba,fr,da,Bien sûr que je me souviens de toi.,Selvfølgelig husker jeg dig.,"{""c"":""Ja, jeg husker dig selvfølgelig.""}",82,1223,16,1239,473.12
subtitle,da,no,Børnene har ikke sagt ja til noget.,Barna har ikke sagt ja til noe.,"{""c"":""Barna har ikke sagt ja til noe.""}",95,1222,14,1236,343.66
tatoeba,fr,da,Il y a une nette différence entre ces deux-là.,Der er en klar forskel mellem de to.,"{""c"":""Der er en tydelig forskel mellem de to.""}",82,1224,16,1240,438.84
subtitle,da,no,"Lad os tage en drink, før vi går.",La oss ta en drink før vi går.,"{""c"":""La oss ta en drink før vi drar.""}",95,1222,15,1237,400.35
tatoeba,fr,da,Le chat joue avec une souris vivante.,Katten leger med en levende mus.,"{""c"":""Katten leger med en levende mus.""}",95,1221,14,1235,462.8
tatoeba,da,no,Han stiller hele tiden dumme spørgsmål.,Han spør stadig dumme spørsmål.,"{""c"":""Han stiller stadig dumme spørsmål.""}",90,1223,15,1238,477.65
subtitle,da,no,Her er mit nummer.,Her er nummeret mitt.,"{""c"":""Her er mitt nummer.""}",82,1217,10,1227,392.58
subtitle,da,no,Men en gang var jeg meget forelsket i ham.,Men en gang i tiden var jeg svært forelsket i ham.,"{""c"":""Men en gang var jeg veldig forelsket i ham.""}",86,1225,18,1243,457.25
tatoeba,da,no,Hun begyndte at synge.,Hun begynte å synge.,"{""c"":""Hun begynte å synge.""}",95,1220,12,1232,464.66
subtitle,da,no,- Ja.,-Jeg vet.,"{""c"":""Ja.""}",42,1214,7,1221,306.24
tatoeba,da,no,Dette er et varsel som vi må tage alvorligt.,Dette er et varsel som vi må ta på alvor.,"{""c"":""Dette er en advarsel vi må ta på alvor.""}",82,1226,19,1245,527.26
subtitle,da,no,Jeg har kameraet i mit.,Og jeg har kameraet. Hva nå?,"{""c"":""Jeg har kameraet mitt.""}",62,1219,11,1230,581.52
subtitle,da,no,"Okay, venner.","Ok, folkens.","{""c"":""Ok, venner.""}",82,1217,10,1227,393.27
tatoeba,da,no,Hans barnlige latter er charmerende.,Hans barnslige latter er sjarmerende.,"{""c"":""Hans barnlige latter er sjarmerende.""}",79,1221,15,1236,608.83
subtitle,da,no,De har aldrig fortalt mig det.,De fortalte meg aldri.,"{""c"":""De har aldri fortalt meg det.""}",90,1220,14,1234,559.68
tatoeba,da,no,Denne by er kold og ensom uden dig.,Denne byen er kald og ensom uten deg.,"{""c"":""Denne byen er kald og einsom utan deg.""}",73,1223,15,1238,392.92
tatoeba,da,no,Jeg stod sent op i dag til morgen.,Jeg sto opp sent i dag morges.,"{""c"":""Jeg våknet sent i dag morges.""}",79,1221,15,1236,413.79
subtitle,da,no,"Retter kameraet nord, nordøst.",Retter om kameraet mot nord-nordøst.,"{""c"":""Redd kameraet nord, nordøst.""}",62,1221,14,1235,402.35
tatoeba,da,no,Jeg har altid ønsket at møde dig.,Jeg har alltid ville møte deg.,"{""c"":""Jeg har alltid ønsket å møte deg.""}",79,1222,15,1237,751.99
subtitle,da,no,- Du er noget af en kriminalknuser.,- Du bekjemper kriminalitet.,"{""c"":""Du er en skikkelig krimknuser.""}",82,1221,15,1236,544.98
tatoeba,da,no,Du hjalp mig ikke.,Du hjalp meg ikke.,"{""c"":""Du hjalp meg ikke.""}",95,1219,12,1231,364.98
subtitle,de,en,Beweg dich nur nicht.,Just don't move.,"{""c"":""Don't you dare.""}",55,1218,11,1229,447.9
tatoeba,da,no,Ankommer de klokken seks eller klokken syv?,Kommer du klokken seks eller klokken syv?,"{""c"":""Kommer de klokken seks eller klokken syv?""}",82,1226,19,1245,838.81
subtitle,de,en,"Ich finde, du siehst gut aus.",You look good to me.,"{""c"":""I think you look good.""}",82,1221,11,1232,314.06
tatoeba,da,no,"Tag den du bedst kan lide, lige meget hvilken det er.","Ta den du liker best, samme hvilken det er.","{""c"":""Merk den du liker best, uansett hvilken det er.""}",82,1228,20,1248,700.77
tatoeba,de,en,"Ich verstehe nicht, warum er sie nicht einfach fragt, ob sie mit ihm ausgeht.",I don't see why he doesn't just ask her out.,"{""c"":""I don't understand why he doesn't just ask her out.""}",95,1232,20,1252,556.8
subtitle,de,en,"Ho, ist das der Dank dafür das ich meine Rolle so Göttlich gespielt habe?","Ho, is that the thanks for playing my role so godly?","{""c"":""Ho, is that the thanks for playing my role so divinely?""}",93,1229,19,1248,498.89
tatoeba,de,en,Wir haben dort niemanden gesehen.,We didn't see anybody there.,"{""c"":""We didn't see anyone there.""}",95,1219,13,1232,391.65
subtitle,de,en,Er ist im Augenblick außer Form.,"Yeah, he's been a little off his game lately.","{""c"":""He is currently out of shape.""}",72,1220,12,1232,372.91
subtitle,de,en,Wir haben Spaß dran und Talent dazu.,We're having fun. We showed aptitude for it.,"{""c"":""We have fun and talent for it.""}",79,1220,13,1233,359.69
tatoeba,de,en,Die Lebensqualität in München ist sehr hoch.,The quality of life in Munich is very high.,"{""c"":""The quality of life in Munich is very high.""}",78,1221,15,1236,682.42
subtitle,de,en,"Wir gehen noch nicht lange miteinander, aber ich mag dich mehr als alles auf der Welt.","We haven't gone out very long, but I like you more than anyone I've ever dated.","{""c"":""We haven't known each other for long, but I like you more than anything in the world.""}",82,1230,26,1256,506.64
tatoeba,de,en,Wir mussten unsere Schulden abschreiben.,We had to write off the debt.,"{""c"":""We had to write off our debts.""}",97,1220,13,1233,444.36
subtitle,de,en,"Wenn Sie eine falsche Handtasche kaufen, unterstützen Sie ein Multimilliarden-Geschäft, welches die Kinderarbeit aufrecht erhält, Geld von Drogenkartellen wäscht und Terroristen finanziert.","If you buy a fake purse, you are supporting a multibillion-dollar business which perpetuates child labor, launders drug cartel money, finances terrorists.","{""c"":""If you buy a fake handbag, you are supporting a multi-billion dollar business that perpetuates child labor, launders money for drug cartels, and finances terrorists.""}",82,1256,39,1295,834.32
tatoeba,de,en,Tom ist letztlich doch nicht nach Boston gefahren.,Tom didn't go to Boston after all.,"{""c"":""Tom ultimately didn't go to Boston after all.""}",85,1223,16,1239,484.18
subtitle,de,en,"Du könntest tun, was du willst.",You could do anything you want.,"{""c"":""You could do whatever you want.""}",96,1221,12,1233,533.83
tatoeba,de,en,Ich arbeite als Busfahrerin.,I work as a bus driver.,"{""c"":""I work as a bus driver.""}",82,1220,12,1232,414.57
subtitle,de,en,Ist schon gut.,That's OK.,"{""c"":""It's okay.""}",73,1216,10,1226,484.27
tatoeba,de,en,In dieser Straße kannst du deinen Wagen nicht parken.,You can't park your car in this road.,"{""c"":""You cannot park your car on this street.""}",92,1223,14,1237,442.22
subtitle,de,en,Von innen ist das leicht.,From the inside its easy.,"{""c"":""It's easy from the inside.""}",85,1218,13,1231,536.43
tatoeba,de,en,"Ich glaube Naomi nicht. Ich glaube, sie lügt.",I don't believe Naomi. I think she's lying.,"{""c"":""I don't believe Naomi. I think she's lying.""}",95,1225,19,1244,635.75
subtitle,de,ja,Menschliche Gefühle sind eine Gabe unserer tierischen Vorfahren.,人間の感情は 祖先からの贈り物だ,"{""c"":""人間の感情は、私たちの動物の祖先からの贈り物です。""}",85,1226,18,1244,619.57
tatoeba,de,en,Dienstliche Angelegenheiten sind niemals dringend.,Official business is never urgent.,"{""c"":""Official business is never urgent.""}",85,1222,11,1233,353.51
subtitle,de,ja,Was ist das?,なんだ？,"{""c"":""それは何ですか？""}",82,1216,9,1225,320.58
tatoeba,de,en,Halt die Klappe und küss mich.,Shut up and kiss me.,"{""c"":""Shut your mouth and kiss me.""}",82,1222,12,1234,555.53
subtitle,de,ja,- Wo bist du gewesen?,「今まで何処に」 どうもね,"{""c"":""\""どこにいたの？\""""}",62,1217,12,1229,391.59
tatoeba,de,ja,Du hättest mich anrufen sollen!,電話してくれればよかったのに。,"{""c"":""電話してくれればよかったのに！""}",95,1221,12,1233,380.5
subtitle,de,ja,Was machst du hier?,何してるの？,"{""c"":""ここで何してるの？""}",92,1218,10,1228,407.32
tatoeba,de,ja,Gab es eigentlich Pandas im Zoo von Ueno?,上野動物園にパンダっていたっけ？,"{""c"":""上野動物園にはパンダがいたんでしょうか？""}",82,1222,18,1240,445.97
subtitle,de,ja,Die Granate muss eine Art Gift freigesetzt haben.,手榴弾は 何らかの毒物を 放ったに違いない,"{""c"":""その手榴弾は、何らかの毒を放出しているに違いない。""}",82,1224,22,1246,753.16
tatoeba,de,ja,"Wenn ich am Bahnhof ankomme, rufe ich dich sofort an.",駅に着いたらすぐ電話するよ。,"{""c"":""駅に着いたら、すぐに電話するよ。""}",95,1227,14,1241,615.42
subtitle,de,ja,Sie wäre diesen März 30 geworden.,この３月で３０歳,"{""c"":""彼女は3月30日に30歳になったでしょう。""}",30,1221,18,1239,455.47
tatoeba,de,ja,Sie schickt zweimal im Monat einen Brief an ihre Brieffreundin in London.,彼女は月に２回ロンドンのペンフレンドに手紙を出します。,"{""c"":""彼女は毎月2回、ロンドンの文通友達に手紙を送ります。""}",82,1230,24,1254,525.33
