dataset,src,tgt,raw,ref,trans,score,input_tokens,output_tokens,total_tokens,latency_ms
tatoeba,es,de,No somos jóvenes.,Wir sind nicht jung.,"{""c"":""\""Wir sind nicht jung.\""""}",95,1748,16,1764,3451.65
subtitle,fr,es,Je avais sept ans.,Yo tenía siete años.,"{""c"":""\""Tenía siete años.\""""}",82,1746,16,1762,3427.48
subtitle,fr,es,Mlle Grubach ?,¿La Sra. Grubach?,"{""c"":""\""¿Señorita Grubach ?\""""}",75,1748,19,1767,3215.31
tatoeba,es,de,Entonces éramos ricos.,Damals waren wir reich.,"{""c"":""\""Damals waren wir reich.\""""}",95,1747,17,1764,6164.31
subtitle,fr,es,Je pense que je serai parti pendant quelques jours.,Estaré fuera varios días.,"{""c"":""\""Creo que estaré fuera durante algunos días.\""""}",82,1754,22,1776,3406.95
tatoeba,es,de,El hombre que visité era el señor Doi.,"Der Mann, den ich besuchte, war Herr Doi.","{""c"":""\""Der Mann, den ich besuchte, war Herr Doi.\""""}",85,1753,25,1778,3179.08
subtitle,fr,es,C'est Victoria.,Lo ha hecho Victoria.,"{""c"":""\""Es Victoria.\""""}",62,1745,12,1757,3088.77
tatoeba,es,de,¿Alimentaste al perro esta mañana?,Hast du den Hund heute Morgen gefüttert?,"{""c"":""\""Hast du den Hund heute Morgen gefüttert?\""""}",85,1753,26,1779,3145.57
tatoeba,es,de,Mi pasatiempo es tocar la guitarra.,Mein Hobby ist Gitarre spielen.,"{""c"":""\""Mein Hobby ist Gitarre spielen.\""""}",78,1751,21,1772,2869.61
subtitle,fr,es,Et les tripes d'une femme ne se trompent jamais.,Y tú sabes que las entrañas de una mujer nunca se equivocan.,"{""c"":""\""Y las tripas de una mujer nunca se equivocan.\""""}",82,1757,25,1782,3100.1
tatoeba,es,de,"Por favor, cambia la bandera.",Ändere bitte die Flagge.,"{""c"":""\""Bitte ändere die Flagge.\""""}",90,1749,20,1769,2647.03
subtitle,en,de,Just don't move.,Beweg dich nur nicht.,"{""c"":""\""Beweg dich einfach nicht.\""""}",90,1745,19,1764,2572.8
subtitle,en,de,You look good to me.,"Ich finde, du siehst gut aus.","{""c"":""\""Du siehst für mich gut aus.\""""}",78,1746,19,1765,2117.21
tatoeba,es,de,Aquí no conozco a nadie.,Ich kenne hier niemanden.,"{""c"":""\""Hier kenne ich niemanden.\""""}",95,1751,17,1768,2405.39
subtitle,en,de,"Ho, is that the thanks for playing my role so godly?","Ho, ist das der Dank dafür das ich meine Rolle so Göttlich gespielt habe?","{""c"":""\""Ho, ist das der Dank dafür, dass ich meine Rolle so verdammt gut gespielt habe?\""""}",79,1754,37,1791,3086.36
tatoeba,es,de,Ella se ruborizó de vergüenza.,Sie wurde rot vor Scham.,"{""c"":""\""Ella wurde vor Scham rot im Gesicht.\""""}",75,1751,22,1773,3183.11
subtitle,en,de,"Yeah, he's been a little off his game lately.",Er ist im Augenblick außer Form.,"{""c"":""\""Ja, er war in letzter Zeit etwas nicht in Form.\""""}",79,1752,26,1778,3368.95
tatoeba,fr,es,Tu avais promis de ne pas recommencer.,Prometiste no volver a hacerlo.,"{""c"":""\""Prometiste que no volverías a empezar.\""""}",79,1751,22,1773,3568.67
subtitle,en,de,We're having fun. We showed aptitude for it.,Wir haben Spaß dran und Talent dazu.,"{""c"":""\""Wir haben Spaß. Wir haben Geschick dafür gezeigt.\""""}",79,1752,32,1784,3419.51
tatoeba,fr,es,Comment votre nom de famille s'écrit-il ?,¿Cómo se escribe vuestro apellido?,"{""c"":""\""¿Cómo se escribe tu apellido?\""""}",82,1754,22,1776,3375.1
subtitle,en,de,"We haven't gone out very long, but I like you more than anyone I've ever dated.","Wir gehen noch nicht lange miteinander, aber ich mag dich mehr als alles auf der Welt.","{""c"":""\""Wir sind noch nicht lange zusammen, aber ich mag dich mehr als jeden anderen, den ich je gedatet habe.\""""}",84,1760,37,1797,6253.41
subtitle,en,de,"If you buy a fake purse, you are supporting a multibillion-dollar business which perpetuates child labor, launders drug cartel money, finances terrorists.","Wenn Sie eine falsche Handtasche kaufen, unterstützen Sie ein Multimilliarden-Geschäft, welches die Kinderarbeit aufrecht erhält, Geld von Drogenkartellen wäscht und Terroristen finanziert.","{""c"":""\""Wenn du eine gefälschte Handtasche kaufst, unterstützt du ein Milliardengeschäft, das Kinderarbeit ausbeutet, Drogenkartel-Geld wäscht und Terroristen finanziert.\""""}",78,1775,71,1846,2169.88
subtitle,en,de,You could do anything you want.,"Du könntest tun, was du willst.","{""c"":""\""Du könntest alles tun, was du möchtest.\""""}",85,1747,24,1771,3403.28
tatoeba,fr,es,Il a un frère et deux sœurs.,Él tiene un hermano y dos hermanas.,"{""c"":""\""Tiene un hermano y dos hermanas.\""""}",90,1751,19,1770,17762.57
subtitle,en,de,That's OK.,Ist schon gut.,"{""c"":""\""Das ist in Ordnung.\""""}",75,1744,16,1760,3655.23
tatoeba,fr,es,Il nous faut une méthode de travail complètement différente.,Necesitamos una forma de trabajar completamente diferente.,"{""c"":""\""Necesitamos un método de trabajo completamente diferente.\""""}",82,1757,22,1779,3227.02
subtitle,en,de,From the inside its easy.,Von innen ist das leicht.,"{""c"":""\""Von innen ist es einfach.\""""}",82,1746,18,1764,3426.83
tatoeba,fr,es,"J'ai attendu pendant une heure, mais il n'est pas apparu.","Esperé durante una hora, pero él no apareció.","{""c"":""\""Espéré durante una hora, pero no apareció.\""""}",75,1759,22,1781,3473.95
subtitle,en,it,Get an ambulance!,- Chiamate un'ambulanza!,"{""c"":""\""Chiamate un'ambulanza!\""""}",85,1745,17,1762,3465.01
tatoeba,fr,es,Quelle sorte de sports pratiques-tu ?,¿Qué clase de deportes practicas?,"{""c"":""\""¿Qué tipo de deportes practicas?\""""}",85,1753,21,1774,3536.41
subtitle,en,it,- C'mon!,Forza!,"{""c"":""\""- Dai!\""""}",85,1745,13,1758,2884.64
tatoeba,fr,es,Je ne donne jamais de viande crue à manger à mon chien.,Nunca le doy de comer carne cruda a mi perro.,"{""c"":""\""Nunca le doy carne cruda para comer a mi perro.\""""}",82,1759,27,1786,3342.86
subtitle,en,it,Your members want to be better?,- I suoi membri vogliono migliorare?,"{""c"":""\""I tuoi membri vogliono migliorare?\""""}",82,1747,21,1768,3176.54
tatoeba,fr,es,Ne me contredis pas ! Je sais ce qui est le mieux pour toi.,¡No me contradigas! Sé lo que es mejor para tí.,"{""c"":""\""¡No me contradigas! Sé qué es lo mejor para ti.\""""}",92,1760,28,1788,3338.0
subtitle,en,it,"Your friend, he insults me.",Il tuo amico mi sta insultando.,"{""c"":""\""Il tuo amico, mi insulta.\""""}",82,1748,19,1767,3278.97
tatoeba,fr,es,Enlevez votre veste si vous avez chaud.,Quítese la chaqueta si tiene calor.,"{""c"":""\""Quítese la chaqueta si tiene calor.\""""}",85,1755,22,1777,3434.33
tatoeba,fr,es,Tom s'inquiète de trop.,Tom se preocupa demasiado.,"{""c"":""\""Tom se preocupa demasiado.\""""}",95,1750,19,1769,3355.32
subtitle,en,it,Carrie was.,Era Carrie.,"{""c"":""\""Carrie era.\""""}",75,1745,14,1759,8533.2
tatoeba,en,de,I don't see why he doesn't just ask her out.,"Ich verstehe nicht, warum er sie nicht einfach fragt, ob sie mit ihm ausgeht.","{""c"":""\""Ich verstehe nicht, warum er sie einfach nicht fragt, ob sie mit ihm ausgehen möchte.\""""}",87,1753,36,1789,3036.18
tatoeba,en,de,We didn't see anybody there.,Wir haben dort niemanden gesehen.,"{""c"":""\""Wir haben dort niemanden gesehen.\""""}",95,1747,19,1766,3363.92
subtitle,en,it,"Well, it's definitely Solano.",E' decisamente Solano.,"{""c"":""\""Beh, è decisamente Solano.\""""}",82,1749,20,1769,6689.72
tatoeba,en,de,The quality of life in Munich is very high.,Die Lebensqualität in München ist sehr hoch.,"{""c"":""\""Die Lebensqualität in München ist sehr hoch.\""""}",95,1750,22,1772,3142.07
subtitle,en,it,"I just overheard Victor and Rocco talking, and they actually killed that kid two decades ago.",Ho appena sentito per caso parlare Victor e Rocco. Hanno ucciso veramente quel bambino vent'anni fa.,"{""c"":""\""Ho appena sentito Victor e Rocco che parlavano, e in realtà hanno ucciso quel ragazzo due decenni fa.\""""}",72,1762,43,1805,3419.97
tatoeba,en,de,We had to write off the debt.,Wir mussten unsere Schulden abschreiben.,"{""c"":""\""Wir mussten die Schulden abschreiben.\""""}",82,1748,23,1771,3255.35
subtitle,en,it,"Cellulite, plastic surgery, hero pets, those are not covers.","Cellulite, chirurgia plastica e animali eroici non sono da copertina.","{""c"":""\""Cellulite, chirurgia plastica, hero pets, quelli non sono covers.\""""}",62,1756,29,1785,3115.37
tatoeba,en,de,Tom didn't go to Boston after all.,Tom ist letztlich doch nicht nach Boston gefahren.,"{""c"":""\""Tom ist doch nicht nach Boston gefahren.\""""}",82,1749,20,1769,3393.09
subtitle,en,it,We can figure this out as we go along.,Possiamo capirlo man mano che andiamo avanti.,"{""c"":""\""Possiamo capire tutto man mano che andiamo avanti.\""""}",82,1750,26,1776,4498.93
tatoeba,en,de,I work as a bus driver.,Ich arbeite als Busfahrerin.,"{""c"":""\""Ich arbeite als Busfahrer.\""""}",82,1747,19,1766,3322.44
subtitle,en,it,YOU ARE.,Sei.,"{""c"":""\""TU SEI.\""""}",75,1743,14,1757,3214.74
tatoeba,en,de,You can't park your car in this road.,In dieser Straße kannst du deinen Wagen nicht parken.,"{""c"":""\""Du kannst dein Auto auf dieser Straße nicht parken.\""""}",82,1750,24,1774,3161.49
tatoeba,en,de,I don't believe Naomi. I think she's lying.,"Ich glaube Naomi nicht. Ich glaube, sie lügt.","{""c"":""\""Ich glaube Naomi nicht. Ich denke, sie lügt.\""""}",88,1754,29,1783,3169.17
subtitle,no,en,Hvordan vet vi hvem som vinner?,How... How do we know who's won?,"{""c"":""\""How do we know who wins?\""""}",82,1752,16,1768,3463.54
tatoeba,en,de,Official business is never urgent.,Dienstliche Angelegenheiten sind niemals dringend.,"{""c"":""\""Offizielle Geschäfte sind niemals dringend.\""""}",78,1746,24,1770,3184.23
subtitle,no,en,"Kom, Sonja!","Come, Sonja!","{""c"":""\""Come on, Sonja!\""""}",85,1747,16,1763,3458.76
tatoeba,en,de,Shut up and kiss me.,Halt die Klappe und küss mich.,"{""c"":""\""Halt den Mund und küss mich.\""""}",90,1747,21,1768,3253.06
subtitle,no,en,"Pappa, når du kommer tilbake fra forretningsreisen, er jeg i Sør-Afrika.","Dad, by the time you get back from your business trip, I'll be in South Africa.","{""c"":""\""Dad, when you come back from your business trip, I'll be in South Africa.\""""}",88,1766,27,1793,3111.01
subtitle,no,en,- Med oss alle fanget under denne tingen?,With all of us trapped under this thing? Isn't it? You don't know that.,"```json
{""c"":""\""- Are we all trapped under this thing with you?\""""}
```",55,1752,25,1777,3253.98
tatoeba,en,it,Tom's girlfriend saw him with another girl.,La fidanzata di Tom l'ha visto con un'altra ragazza.,"{""c"":""\""La ragazza di Tom lo ha visto con un'altra ragazza.\""""}",82,1749,25,1774,7615.98
subtitle,no,en,De udøde omgir meg.,The undead surround me.,"{""c"":""\""The undead surround me.\""""}",95,1749,16,1765,6314.05
tatoeba,en,it,"You can talk to me, you know?","Puoi parlarmi, sai?","{""c"":""\""Puoi parlarmi, lo sai?\""""}",92,1749,20,1769,6501.64
subtitle,no,en,Hjelp meg med å finne henne.,Please help me find her.,"{""c"":""\""Help me find her.\""""}",85,1752,14,1766,3284.79
tatoeba,en,it,Tom asked Mary where John was.,Tom chiese a Mary dove fosse John.,"{""c"":""\""Tom ha chiesto a Mary dov'era John.\""""}",78,1747,21,1768,3223.65
subtitle,no,en,Noen har vokset litt siden sist.,Some have grown a bit since last time.,"{""c"":""\""Someone has grown a bit since last time.\""""}",82,1753,18,1771,3383.89
tatoeba,en,it,Are you really a foreigner?,È veramente una straniera?,"{""c"":""\""Sei davvero uno straniero?\""""}",82,1747,18,1765,3209.1
tatoeba,en,it,Don't open the doors.,Non aprire le porte.,"{""c"":""\""Non aprire le porte.\""""}",85,1746,16,1762,3322.88
subtitle,no,en,Så hvis noen vet hva som skjedde med Ronnie...,So if anybody knows what happened to ronnie...,"{""c"":""\""So if anyone knows what happened to Ronnie...\""""}",96,1758,20,1778,6948.48
subtitle,no,en,Beklager.,- I'm sorry.,"{""c"":""\""Sorry.\""""}",75,1745,11,1756,3355.85
tatoeba,en,it,Lock all the doors.,Chiuda a chiave tutte le porte.,"{""c"":""\""Blocca tutte le porte.\""""}",75,1745,18,1763,11230.13
subtitle,no,en,"Nei , Inspector .","No, Inspector.","{""c"":""\""No, Inspector.\""""}",95,1746,13,1759,5741.64
subtitle,no,ja,"Min far ble ikke drept, han...",父さんは殺ろされたんじゃない,"{""c"":""「私の父は殺されなかった、彼は...」""}",73,1750,24,1774,3175.43
tatoeba,en,it,The location has changed.,Il luogo è cambiato.,"{""c"":""\""La posizione è cambiata.\""""}",82,1745,17,1762,4108.38
subtitle,no,ja,- Nei.,- いや,"{""c"":""「- いいえ。」""}",73,1744,15,1759,3175.46
tatoeba,en,it,Is this legal?,È legale?,"{""c"":""\""È legale?\""""}",85,1744,13,1757,2985.22
subtitle,no,ja,Det går bra nå.,もう大丈夫,"{""c"":""「今は大丈夫です。」""}",82,1747,18,1765,3463.99
tatoeba,en,it,Can I speak to a lawyer?,Posso parlare con un avvocato?,"{""c"":""\""Posso parlare con un avvocato?\""""}",75,1747,21,1768,3345.08
subtitle,no,ja,Som meg Jeg er armener.,私のようにね 私はアルメニア人だ,"{""c"":""「僕のように 私はアルメニア人です。」""}",82,1748,24,1772,3374.12
tatoeba,en,it,"An excellent man: he has no enemies, and none of his friends like him.",Un uomo eccellente: non ha nemici e non piace a nessun amico.,"{""c"":""\""Un uomo eccellente: non ha nemici, e nessuno dei suoi amici lo ama.\""""}",82,1757,33,1790,3499.24
subtitle,no,ja,-Kom igjen. Jeg fikk ikke nummeret ditt!,君の番号を聞いてない,"{""c"":""-やめてよ。あなたの番号をもらってないよ!""}",62,1757,28,1785,3467.57
tatoeba,no,en,Jeg tror at hun er fra Tyskland.,I think that she is from Germany.,"{""c"":""\""I think she is from Germany.\""""}",82,1750,16,1766,6167.45
subtitle,no,ja,Og jeg er klar for det.,準備は出来てる,"{""c"":""「そして私はそれの準備ができています。」""}",74,1749,22,1771,3478.69
tatoeba,no,en,Han setter seg i gjeld.,He's putting himself in debt.,"{""c"":""\""He's getting into debt.\""""}",82,1747,15,1762,3391.83
subtitle,no,ja,Stå på.,続けろ,"{""c"":""\""頑張れ。\""""}",65,1745,15,1760,3472.48
tatoeba,no,en,Tom har jobb som bruktbilforhandlar.,Tom works as a used car salesman.,"{""c"":""\""Tom works as a used car dealer.\""""}",85,1753,17,1770,2986.34
subtitle,no,ja,Bare hyggelig.,礼ならいいよ,"{""c"":""\""とても居心地がいい。\""""}",62,1746,18,1764,3176.18
tatoeba,no,en,Jeg liker din artikkel.,I like your article.,"{""c"":""\""I like your article.\""""}",82,1748,14,1762,2746.04
subtitle,no,ja,Ingenting!,何も！,"{""c"":""「何もない!」""}",75,1744,13,1757,2797.73
tatoeba,no,en,Vi tar alle større kredittkort.,We accept all major credit cards.,"{""c"":""\""We accept all major credit cards.\""""}",95,1749,16,1765,2520.27
subtitle,no,ja,"Jeg forutså ikke hvor vanskelig de siste 15 årene har vært for meg, hvor mye jeg ville komme til å elske å arbeide sammen med deg.",全く予想しなかった 15年前の失敗と同じくらい... 君と共に働くのが 好きになった,"{""c"":""「この15年間がこんなに大変だとは予想していなかったし、あなたと一緒に働くことをこんなに愛することになるとは思いませんでした。」""}",78,1782,61,1843,2983.5
tatoeba,no,en,Skriv meg en melding.,Write me a message.,"{""c"":""\""Write me a message.\""""}",75,1749,14,1763,2772.62
subtitle,fr,da,"Alex, on peut s'en aller ?","- Alex, lad os smutte.","{""c"":""\""Alex, kan vi gå nu?\""""}",79,1751,17,1768,2779.25
tatoeba,no,en,Toms stue var smakefullt innredet.,Tom's living room was tastefully furnished.,"```json
{""c"":""\""Tom's living room was tastefully decorated.\""""}
```",82,1754,23,1777,2766.03
subtitle,fr,da,Bien sûr que non.,"- Nej, selvfølgelig ikke.","{""c"":""\""Selvfølgelig ikke.\""""}",75,1748,17,1765,2708.09
tatoeba,no,en,Vi har viktigere ting som må gjøres.,We have more important things that need to be dealt with.,"{""c"":""\""We have more important things that need to be done.\""""}",88,1753,20,1773,2686.59
subtitle,fr,da,"- Ouais, je reste ici.",- Jeg bliver her.,"{""c"":""\""- Ja, jeg bliver her.\""""}",82,1750,17,1767,2271.79
tatoeba,no,en,Spis middagen din nå.,Now eat your supper.,"{""c"":""\""Eat your dinner now.\""""}",87,1749,15,1764,2830.74
subtitle,fr,da,Quoi?,Hvad?,"{""c"":""\""Hvad?\""""}",74,1744,13,1757,2931.38
tatoeba,no,en,Tom trener på et treningssenter nært huset hans.,Tom works out in a gym near his house.,"{""c"":""\""Tom trains at a gym near his house.\""""}",82,1755,18,1773,3204.3
subtitle,fr,da,"Qu'est-il arrivé à Scott? August, je suis désolée.",Hvad er der sket med Scott?,"{""c"":""\""Hvad skete der med Scott? August, jeg er ked af det.\""""}",82,1761,27,1788,3491.93
subtitle,fr,da,- Qu'est-ce que j'en fais ?,- Hvad skal jeg gøre med denne her?,"{""c"":""\""- Hvad skal jeg gøre med det?\""""}",82,1755,21,1776,3157.23
tatoeba,no,ja,Skjerp deg!,いいかげんにして。,"{""c"":""\""頑張って!\""""}",45,1746,14,1760,6532.11
subtitle,fr,da,Parfait.,Det her er godt.,"{""c"":""\""Perfekt.\""""}",62,1744,13,1757,3366.42
tatoeba,no,ja,Denne regelen gjelder deg også.,この規則はあなたにも当てはまる。,"{""c"":""「このルールはあなたにも適用されます。」""}",82,1750,23,1773,3562.89
subtitle,fr,da,Physiquement les Atrians arrivent à maturité plus vite que nous.,"Atrians bliver hurtigere modne, end vi gør..","{""c"":""\""Fysisk når Atrians til modenhed hurtigere end os.\""""}",82,1760,26,1786,3413.18
tatoeba,no,ja,Jeg er best.,私は最高だ。,"{""c"":""「俺が最高だ。」""}",74,1745,17,1762,3400.89
subtitle,fr,da,Je suis ton cadeau.,- Jeg er din fødselsdagsgave.,"{""c"":""\""Jeg er dit gaver.\""""}",52,1747,16,1763,3414.18
subtitle,fr,da,"Qui, M. Lopez?","Hvem, hr. Lopez?","{""c"":""\""Ja, hr. Lopez?\""""}",52,1747,16,1763,3484.65
tatoeba,no,ja,Jeg må gå og handle. Jeg er tilbake innen en time.,買い物に行かなければならない。一時間で戻るよ。,"{""c"":""「買い物に行かなきゃ。1時間以内に戻ります。」""}",82,1759,32,1791,3439.39
subtitle,da,no,Børnene har ikke sagt ja til noget.,Barna har ikke sagt ja til noe.,"{""c"":""\""Barna har ikke sagt ja til noe.\""""}",95,1753,21,1774,3330.33
tatoeba,no,ja,Vi laget pannekaker til frokost.,私たちは朝食にパンケーキを作った。,"{""c"":""「朝食にパンケーキを作りました。」""}",82,1751,23,1774,5818.28
subtitle,da,no,"Lad os tage en drink, før vi går.",La oss ta en drink før vi går.,"{""c"":""\""La oss ta en drink før vi går.\""""}",82,1753,19,1772,3345.79
tatoeba,no,ja,Vil du ha en kopp te til?,もう一杯お茶をいただきませんか。,"```json
{""c"":""「お茶をいかがですか?」""}
```",47,1750,24,1774,3057.15
subtitle,da,no,Her er mit nummer.,Her er nummeret mitt.,"{""c"":""\""Her er nummeret mitt.\""""}",85,1745,16,1761,2626.07
tatoeba,no,ja,Fort deg!,急いで！,"{""c"":""\""頑張って!\""""}",55,1743,14,1757,2984.7
subtitle,da,no,Men en gang var jeg meget forelsket i ham.,Men en gang i tiden var jeg svært forelsket i ham.,"{""c"":""\""En gang var jeg veldig forelsket i ham.\""""}",79,1752,21,1773,2514.47
tatoeba,no,ja,Oversettelsen er meget tro mot originalen.,その翻訳は原文に極めて忠実である。,"{""c"":""「翻訳は原文に非常に忠実です。」""}",82,1752,25,1777,2323.82
subtitle,da,no,- Ja.,-Jeg vet.,"{""c"":""\""- Ja.\""""}",20,1744,13,1757,1924.93
tatoeba,no,ja,Japanere liker å reise i gruppe.,日本人は集団で旅行するのが好きだ。,"{""c"":""「日本人は団体で旅行するのが好きです。」""}",82,1752,26,1778,1788.93
subtitle,da,no,Jeg har kameraet i mit.,Og jeg har kameraet. Hva nå?,"{""c"":""\""Jeg har kameraet i mitt.\""""}",42,1749,18,1767,1484.61
tatoeba,no,ja,"Ring meg med en gang, hvis noe skjer.",もし何か起こったら、すぐに電話をください。,"{""c"":""「何か起きたらすぐに電話してください。」""}",82,1752,24,1776,1753.67
subtitle,da,no,"Okay, venner.","Ok, folkens.","{""c"":""\""Okay, venner.\""""}",20,1746,15,1761,1790.75
tatoeba,fr,da,Ce n'est pas nécessaire.,Det er ikke nødvendigt.,"{""c"":""\""Det er ikke nødvendigt.\""""}",75,1749,17,1766,1642.36
subtitle,da,no,De har aldrig fortalt mig det.,De fortalte meg aldri.,"{""c"":""\""De har aldri fortalt meg det.\""""}",75,1750,18,1768,1994.14
tatoeba,fr,da,Il fait trop chaud.,Det er for varmt.,"{""c"":""\""Det er for varmt.\""""}",85,1747,15,1762,2355.41
subtitle,da,no,"Retter kameraet nord, nordøst.",Retter om kameraet mot nord-nordøst.,"{""c"":""\""Retter kameraet nord, nordøst.\""""}",20,1752,21,1773,1902.27
tatoeba,fr,da,Il y a sept jours dans une semaine.,Der er syv dage i en uge.,"{""c"":""\""Der er syv dage på en uge.\""""}",82,1751,20,1771,1875.31
subtitle,da,no,- Du er noget af en kriminalknuser.,- Du bekjemper kriminalitet.,"{""c"":""\""- Du er noget av en kriminalknuser.\""""}",73,1753,22,1775,2203.27
tatoeba,fr,da,"Aujourd'hui, le ciel est bleu et sans nuages.",I dag er himlen blå og skyfri.,"{""c"":""\""I dag er himlen blå og skyfri.\""""}",78,1756,21,1777,2569.12
subtitle,de,en,Beweg dich nur nicht.,Just don't move.,"{""c"":""\""Just don't move.\""""}",95,1748,14,1762,2307.73
tatoeba,fr,da,Pourquoi poses-tu cette question alors que tu connais déjà la réponse ?,Hvorfor stiller du spørgsmål som du allerede kender svaret på?,"{""c"":""\""Hvorfor stiller du det spørgsmål, når du allerede kender svaret?\""""}",82,1763,31,1794,2217.12
subtitle,de,en,"Ich finde, du siehst gut aus.",You look good to me.,"{""c"":""\""I think you look good.\""""}",82,1752,15,1767,2029.13
tatoeba,fr,da,L'Union européenne a été créée dans le but de mettre fin aux guerres qui ont régulièrement ensanglanté le continent pour aboutir à la Seconde guerre mondiale.,"Den Europæiske Union oprettes med det formål at gøre en ende på de mange blodige nabokrige, der kulminerede med den anden verdenskrig.","{""c"":""\""Den Europæiske Union blev skabt med det formål at afslutte de krige, som regelmæssigt havde blødt kontinentet, og som endte med anden verdenskrig.\""""}",79,1782,56,1838,2822.95
subtitle,de,en,"Ho, ist das der Dank dafür das ich meine Rolle so Göttlich gespielt habe?","Ho, is that the thanks for playing my role so godly?","{""c"":""\""Hey, is that the thanks I get for playing my role so divinely?\""""}",88,1767,25,1792,1546.97
tatoeba,fr,da,Elle a un chien et six chats.,Hun har en hund og seks katte.,"{""c"":""\""Hun har en hund og seks katte.\""""}",78,1750,20,1770,1532.69
subtitle,de,en,Er ist im Augenblick außer Form.,"Yeah, he's been a little off his game lately.","{""c"":""\""He is out of form at the moment.\""""}",78,1752,18,1770,1883.82
tatoeba,fr,da,Bien sûr que je me souviens de toi.,Selvfølgelig husker jeg dig.,"{""c"":""\""Selvfølgelig husker jeg dig.\""""}",85,1755,20,1775,2118.39
subtitle,de,en,Wir haben Spaß dran und Talent dazu.,We're having fun. We showed aptitude for it.,"{""c"":""\""We have fun doing it and we're talented at it.\""""}",82,1756,21,1777,1693.77
tatoeba,fr,da,Il y a une nette différence entre ces deux-là.,Der er en klar forskel mellem de to.,"{""c"":""\""Der er en klar forskel mellem disse to.\""""}",88,1754,20,1774,1675.85
subtitle,de,en,"Wir gehen noch nicht lange miteinander, aber ich mag dich mehr als alles auf der Welt.","We haven't gone out very long, but I like you more than anyone I've ever dated.","{""c"":""\""We haven't been together long, but I like you more than anything in the world.\""""}",82,1767,27,1794,1250.96
tatoeba,fr,da,Le chat joue avec une souris vivante.,Katten leger med en levende mus.,"{""c"":""\""Katten leger med en levende mus.\""""}",75,1751,20,1771,1522.35
subtitle,de,en,"Wenn Sie eine falsche Handtasche kaufen, unterstützen Sie ein Multimilliarden-Geschäft, welches die Kinderarbeit aufrecht erhält, Geld von Drogenkartellen wäscht und Terroristen finanziert.","If you buy a fake purse, you are supporting a multibillion-dollar business which perpetuates child labor, launders drug cartel money, finances terrorists.","{""c"":""\""If you buy a counterfeit handbag, you're supporting a multi-billion dollar business that perpetuates child labor, launders drug cartel money, and finances terrorists.\""""}",92,1806,47,1853,1328.36
tatoeba,da,no,Han stiller hele tiden dumme spørgsmål.,Han spør stadig dumme spørsmål.,"{""c"":""\""Han stiller hele tiden dumme spørsmål.\""""}",75,1753,21,1774,1192.97
subtitle,de,en,"Du könntest tun, was du willst.",You could do anything you want.,"{""c"":""\""You could do whatever you want.\""""}",94,1752,16,1768,1414.3
tatoeba,da,no,Hun begyndte at synge.,Hun begynte å synge.,"{""c"":""\""Hun begynte å synge.\""""}",75,1748,17,1765,1268.42
subtitle,de,en,Ist schon gut.,That's OK.,"{""c"":""\""It's all good.\""""}",82,1746,14,1760,1038.48
tatoeba,da,no,Dette er et varsel som vi må tage alvorligt.,Dette er et varsel som vi må ta på alvor.,"{""c"":""\""Dette er en advarsel som vi må ta alvorlig.\""""}",79,1754,23,1777,1085.87
subtitle,de,en,Von innen ist das leicht.,From the inside its easy.,"{""c"":""\""That's easy from the inside.\""""}",85,1748,16,1764,1178.28
tatoeba,da,no,Hans barnlige latter er charmerende.,Hans barnslige latter er sjarmerende.,"{""c"":""\""Hans barnlige latter er charmerende.\""""}",10,1749,18,1767,911.09
subtitle,de,ja,Menschliche Gefühle sind eine Gabe unserer tierischen Vorfahren.,人間の感情は 祖先からの贈り物だ,"{""c"":""「人間の感情は、私たちの動物の祖先からの贈り物です。」""}",82,1762,34,1796,1091.72
tatoeba,da,no,Denne by er kold og ensom uden dig.,Denne byen er kald og ensom uten deg.,"{""c"":""\""Denne byen er kald og ensom uten deg.\""""}",75,1752,22,1774,1140.9
subtitle,de,ja,Was ist das?,なんだ？,"{""c"":""「それは何ですか?」""}",73,1744,16,1760,1103.4
tatoeba,da,no,Jeg stod sent op i dag til morgen.,Jeg sto opp sent i dag morges.,"{""c"":""\""Jeg sto sent opp i dag til morgen.\""""}",79,1752,22,1774,1683.55
subtitle,de,ja,- Wo bist du gewesen?,「今まで何処に」 どうもね,"{""c"":""「どこにいたの?」""}",82,1749,16,1765,1042.27
tatoeba,da,no,Jeg har altid ønsket at møde dig.,Jeg har alltid ville møte deg.,"{""c"":""\""Jeg har alltid ønsket å møte deg.\""""}",79,1753,22,1775,1355.68
subtitle,de,ja,Was machst du hier?,何してるの？,"{""c"":""「ここで何してるの?」""}",75,1746,17,1763,1433.55
tatoeba,da,no,Du hjalp mig ikke.,Du hjalp meg ikke.,"{""c"":""\""Du hjalp meg ikke.\""""}",95,1748,16,1764,1035.55
subtitle,de,ja,Die Granate muss eine Art Gift freigesetzt haben.,手榴弾は 何らかの毒物を 放ったに違いない,"{""c"":""「手榴弾が何らかの毒ガスを放出したに違いない。」""}",82,1755,33,1788,1615.66
tatoeba,da,no,Ankommer de klokken seks eller klokken syv?,Kommer du klokken seks eller klokken syv?,"{""c"":""\""Ankommer de klokken seks eller klokken syv?\""""}",20,1756,25,1781,1373.27
subtitle,de,ja,Sie wäre diesen März 30 geworden.,この３月で３０歳,"{""c"":""「彼女は今年3月で30歳になっていたはずだ。」""}",82,1753,30,1783,1718.1
